5.69, 186.11, 0
5.95, 207.04, 0
5.94, 173.69, 0
6.08, 180.78, 0
5.50, 183.06, 0
5.77, 198.13, 0
6.03, 179.37, 0
5.84, 161.68, 0
5.95, 173.88, 0
5.82, 201.78, 0
6.00, 169.88, 0
6.09, 181.15, 0
5.74, 183.33, 0
5.74, 201.60, 0
5.85, 173.39, 0
5.80, 180.20, 0
5.61, 186.02, 0
6.30, 179.07, 0
5.71, 191.35, 0
5.87, 180.89, 0
5.76, 191.60, 0
5.63, 185.64, 0
5.64, 180.56, 0
6.08, 197.86, 0
5.96, 161.82, 0
5.97, 170.57, 0
5.62, 175.56, 0
5.85, 199.55, 0
5.99, 188.39, 0
5.73, 170.81, 0
5.82, 184.88, 0
5.79, 192.31, 0
6.01, 167.15, 0
5.67, 197.80, 0
6.22, 202.74, 0
5.86, 181.62, 0
5.63, 165.06, 0
5.67, 184.32, 0
6.12, 166.03, 0
6.01, 192.63, 0
5.62, 197.95, 0
5.77, 194.83, 0
5.81, 191.39, 0
6.22, 180.10, 0
6.09, 182.08, 0
6.20, 175.71, 0
6.27, 196.29, 0
5.82, 173.81, 0
6.15, 176.19, 0
5.67, 175.29, 0
5.49, 173.46, 0
5.77, 199.65, 0
5.69, 182.73, 0
5.83, 206.55, 0
6.01, 188.36, 0
5.93, 174.72, 0
6.21, 193.18, 0
5.60, 181.77, 0
5.87, 186.97, 0
6.12, 191.68, 0
5.69, 200.56, 0
5.66, 203.15, 0
5.99, 182.39, 0
5.75, 193.19, 0
5.93, 197.28, 0
5.80, 195.70, 0
5.98, 157.74, 0
5.75, 189.89, 0
5.72, 175.87, 0
5.93, 176.36, 0
5.75, 189.53, 0
5.68, 178.03, 0
6.06, 175.15, 0
6.02, 174.20, 0
5.78, 184.14, 0
6.02, 187.37, 0
5.84, 157.77, 0
6.05, 172.99, 0
5.31, 184.73, 0
6.27, 206.35, 0
5.99, 184.58, 0
5.55, 183.57, 0
5.96, 172.81, 0
5.89, 199.63, 0
6.06, 185.66, 0
6.00, 183.87, 0
6.08, 197.97, 0
5.90, 190.15, 0
5.92, 182.97, 0
5.89, 178.07, 0
5.67, 193.36, 0
6.23, 183.89, 0
5.86, 172.80, 0
5.35, 195.12, 0
6.12, 163.64, 0
5.97, 187.79, 0
5.83, 184.23, 0
6.07, 183.72, 0
5.54, 181.37, 0
6.16, 161.12, 0
5.91, 185.51, 0
6.07, 183.88, 0
5.73, 207.07, 0
6.02, 172.86, 0
5.82, 174.82, 0
6.14, 194.87, 0
6.10, 186.09, 0
5.76, 195.04, 0
5.84, 189.24, 0
5.74, 168.64, 0
6.03, 178.79, 0
5.53, 197.02, 0
6.12, 184.53, 0
5.95, 177.41, 0
5.98, 196.53, 0
5.88, 198.65, 0
6.09, 191.68, 0
6.26, 182.85, 0
5.44, 198.94, 0
6.15, 171.97, 0
5.85, 208.72, 0
6.07, 200.99, 0
6.39, 181.84, 0
5.96, 193.80, 0
6.06, 183.62, 0
6.16, 196.00, 0
5.80, 181.62, 0
5.74, 189.66, 0
6.19, 191.97, 0
5.94, 206.78, 0
5.93, 172.80, 0
6.06, 185.79, 0
5.87, 166.14, 0
5.71, 176.29, 0
6.17, 184.42, 0
5.80, 181.47, 0
5.93, 184.60, 0
5.80, 198.15, 0
5.93, 188.49, 0
5.72, 180.89, 0
5.61, 186.79, 0
5.67, 192.45, 0
6.12, 179.06, 0
5.74, 195.07, 0
5.84, 177.11, 0
5.75, 171.46, 0
5.91, 203.39, 0
5.82, 174.04, 0
5.68, 196.05, 0
5.97, 174.76, 0
5.96, 199.06, 0
5.58, 179.25, 0
6.19, 163.71, 0
5.62, 173.66, 0
5.96, 186.57, 0
5.64, 191.31, 0
5.71, 184.38, 0
5.77, 175.78, 0
5.79, 191.87, 0
6.17, 165.67, 0
5.74, 173.62, 0
5.91, 189.78, 0
5.87, 173.75, 0
6.16, 180.93, 0
5.76, 191.63, 0
5.78, 176.16, 0
5.79, 178.02, 0
5.83, 174.36, 0
5.86, 176.12, 0
6.03, 211.89, 0
5.44, 197.24, 0
6.00, 184.26, 0
5.81, 184.05, 0
5.77, 187.77, 0
5.95, 165.34, 0
6.20, 188.36, 0
5.73, 166.94, 0
6.16, 177.63, 0
5.71, 190.66, 0
5.92, 192.42, 0
6.27, 200.75, 0
5.65, 175.58, 0
5.83, 194.45, 0
5.99, 198.71, 0
5.92, 185.03, 0
5.82, 188.81, 0
5.76, 163.90, 0
5.77, 179.60, 0
5.92, 173.54, 0
5.69, 182.25, 0
5.91, 177.92, 0
5.58, 180.55, 0
6.03, 176.06, 0
5.75, 182.75, 0
5.89, 196.68, 0
5.89, 176.18, 0
6.23, 176.17, 0
6.11, 199.01, 0
5.90, 183.94, 0
5.83, 169.41, 0
6.31, 194.87, 0
5.86, 178.31, 0
5.87, 192.77, 0
5.88, 205.39, 0
5.85, 173.88, 0
6.06, 176.11, 0
5.78, 189.52, 0
5.84, 185.94, 0
5.88, 200.69, 0
6.07, 195.16, 0
6.14, 179.98, 0
5.75, 182.96, 0
6.23, 165.11, 0
5.74, 191.22, 0
5.54, 186.03, 0
5.62, 165.76, 0
5.91, 186.21, 0
5.66, 200.03, 0
5.59, 201.02, 0
5.91, 180.82, 0
5.72, 206.50, 0
5.67, 186.19, 0
5.84, 176.47, 0
6.10, 192.78, 0
5.83, 187.29, 0
5.86, 194.62, 0
6.02, 181.53, 0
5.88, 185.04, 0
6.11, 199.43, 0
6.10, 183.88, 0
6.08, 183.86, 0
6.06, 172.76, 0
5.83, 186.96, 0
5.93, 189.69, 0
